id_registro,id_coleta,data_scraping,data_analise_ia,data_geolocalizacao,url_post,shortcode,perfil,data_publicacao,legenda,tipo,imagens
1c63900212ee6f7d4b83459a53fc50e4b0183023d381b29f7819390f9004a77a,,,,,https://www.instagram.com/p/DdPMOrrEZFV/,DdPMOrrEZFV,floripa.cultural,2026-09-13 15:20:36,,,
15913938258719aafb7b9788451962f4ef697bd199d92cce3410052d454d874e,,,,,https://www.instagram.com/p/DdMBGLKRUlr/,DdMBGLKRUlr,floripa.cultural,2026-09-12 09:50:32,,,
539ec6728964991c9687856935ebb395fed2ef7a17c6607a3ec2a890875f5b25,,,,,https://www.instagram.com/p/DdJeYuKkXuK/,DdJeYuKkXuK,floripa.cultural,2026-09-11 10:03:49,,,
c44a31e6b8a54dc582a8095145af5d65ee7ee00271f9169a7c46b72aa148951b,,,,,https://www.instagram.com/p/DdPmyPsBM3t/,DdPmyPsBM3t,bugiotrindade,2026-09-13T22:14:31.000Z,"SEGUNDA TEM MÚSICA BRASILEIRA DA BOA! 🎶🍻

A Roda de Choro Bugio é uma roda que sempre muda, com participações especiais frequentes e diversidade de instrumentos. Ela toma conta do salão com um repertório que celebra grandes nomes do gênero e mostra toda a riqueza dessa tradição brasileira.

Som agradável, clima gostoso, chope gelado e comida saindo da cozinha pra acompanhar a noite.

Vem curtir essa roda com a gente!

Toda segunda-feira
Bar às 17h | Roda às 19h30
Contribuição sugerida: R$20

Espaço acessível para pessoas cadeirantes
Música ao vivo com volume alto
Cardápio acessível com vídeo em LIBRAS

EVENTO COLABORATIVO! APOIAR OS CHORO? GOSTOSO DEMAIS!",Image,"[""https://instagram.fbcn7-2.fna.fbcdn.net/v/t51.82787-15/809209376_18019298912923638_5248153458579883876_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk4NTU3NDc3MzgzMjA3Njc4MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTM1MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=NvEtxGmeZ00Q7kNvwHzzaLC&_nc_oc=AdrIVnvkc_RquBUFsRDXxnvfCWSmKjAfPPXtoiQyJET468xGemjP-E5o7KQGgnsm9kM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbcn7-2.fna&_nc_gid=3cKskU3m02P34paTgPMCzQ&_nc_ss=7a22e&oh=00_AQJgr83O6tTuk-Ra_jTNWIMEfPZOHj6B1NlX6AiKa2C01w&oe=6AAD060F""]"
30fcb674f7b3ada37db8eb226875e89e778e0a687e1413f57fbb96bfd30ef24b,,,,,https://www.instagram.com/p/DdPhsRZo3AQ/,DdPhsRZo3AQ,rodrigomancusi,2026-09-13T21:30:31.000Z,"FLORIPA, bora soltar essa voz? 🫶🏽✨

Dia 15/09 acontece a Vozes à Solta, minha oficina de canto no Bugio Lab, no centro de Florianópolis.

Um encontro pra gente investigar a voz com menos medo e mais liberdade: vamos trabalhar ritmo através do corpo, exercícios e técnicas vocais, canto em conjunto e caminhos pra se sentir mais seguro na hora de cantar e se expressar.

A ideia é estudar, experimentar e, principalmente, se divertir usando esse instrumento lindo que a gente carrega no corpo. ✨

📍 Bugio Lab — Centro, Florianópolis
📅 15/09
💰 R$ 80
👯 Se você trouxer amigos e vocês se inscreverem juntos, cada pessoa ganha 7% de desconto.

Inscrições pelo link na bio da Bugio.

Vem cantar comigo! 💛",Video,"[""https://scontent-muc2-1.cdninstagram.com/v/t51.82787-15/809373868_18624594913048600_1432752223229467952_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzk4NTU1MjM3MzEyMTc3MzU4NDE4NjI0NTk0OTA3MDQ4NjAw.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=eC2wxU0wiGEQ7kNvwFce9NC&_nc_oc=AdqIsDg9vQUQtbBW0-nryAS8bJ6zxZE3R46IxdxP6rklGyLE07d_ZmC6oJQADB1WnI8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_gid=vrRB4UAiAyEGoa8dvONqzg&_nc_ss=7a22e&oh=00_AQKAhYb68Fxnqqp5DijfH_8l2t00Jcr4L0le2UULiDf1-A&oe=6AACE64A""]"
abba7c0b0232c268e8ec04569e4768a8ee1f348d823f75256feb5bc9605e0b42,,,,,https://www.instagram.com/p/DdO5voUlfwI/,DdO5voUlfwI,bugiotrindade,2026-09-13T15:39:04.000Z,"SEMANINHA PRA LÁ DE ESPECIAL POR AQUI 🫶✨

〰 SEGUNDA | CHORO BUGIO 🎶🍻
Nada de baixo astral pra começar a semana: a Roda de Choro Bugio chega junto com aquele repertório fino e energia que a gente PRECISA pra iniciar a semana! 

〰 TERÇA E QUARTA | ABERTO PARA BATE PAPO E ENCONTROS + CHOPE EM DOBRO ATÉ AS 20H 🍻
Chega mais com sua galera pra botar o papo em dia com bons drinks, chopes e comidinhas! Promô de chopes e drinks de 300mL em dobro até as 20h! 

〰 QUINTA | MIXA E IAN FABRIS APRESENTAM O CANTO DO SABIÁ
Duo Sabiá surgiu do encontro das almas rasantes e do canto Sabiá de Michela Buck e Ian Fabris. Com um repertório repleto de autenticidade brasileira, presença e alquimia sonora, Ian e Michela se unem a Juliano Melego, trazendo a atmosfera rítmica que tanto vai te levar a voar pela noite, quanto trazer o aconchego emocional do Ninho! 

〰 SEXTA | NOITE PARAENSE COM  BANZEIRO DA MAGIA
 Banzeiro da Magia vem com seu repertório focado em ritmos amazônicos e paraenses, incluindo Carimbó, Lambada, Guitarrada, Cúmbia e Brega! Uma delicia!

〰 SÁBADO |  FORRÓ DO MANCUSI 🎶
Depois do sucesso das duas primeiras edições, o Forró do Mancusi volta a Florianópolis para sua terceira edição, com cantor, compositor e ator Rodrigo Mancusi, o baile atravessa algumas das grandes referências do forró e da música nordestina que acompanham sua trajetória, em uma noite feita para cantar junto, dançar e suar e ser feliz d+++!!

TODOS OS EVENTOS SÃO COLABORATIVOS: APOIE OS ARTISTAS!",Sidecar,"[""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/807658332_18019253783923638_421651971890372082_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk4NTM3NTYxOTIxNDUxMTYyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMjUyNy5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=gBfKK5sLPhYQ7kNvwFZkarn&_nc_oc=AdpIMOkyBqmcaM1s--rRXKC95m6jegsun2DiwiLTVdDhIzfgGi82vgt4Y20kspqO2wU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQLnaA717Ln2ILrcKc-kH4dQDyZ85uWMpiDMUjqU_eYpKA&oe=6AAD1331"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/808155649_18019253801923638_6851513958517529428_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk4NTM3NTYzMTQxMTgwODgyMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=0sfH2xEeW_wQ7kNvwEnajIb&_nc_oc=AdqX70SiXFyMApT8o-ALZE72rSSF_LLUcZNm-pUA-M8tJaTA8ZWR7P1BKuFMEJfYrRM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQIQHAgNy5F0TW6NUdGWGT_G9OfNFneGp847K-1zUN1tfQ&oe=6AAD0E0C"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/808564930_18019253828923638_4444861794371920989_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzk4NTM3NTYzNDgzNDI0Mjc0Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=C-C1vq7rz6IQ7kNvwFEFONl&_nc_oc=AdplCwExzd0-ne0oNs9xo3MPTb2uRGjP8gfnWjunpHO967pJESUFJ_iu0JN14F0O9Is&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQKe8aIRqsk4X7eSNlOIcq20rHypRZkbi-QDROHnvvi8qQ&oe=6AAD0092"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/808847344_18019253843923638_5983868719988306753_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzk4NTM3NTYzNDMzNzc3MjI4Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=lGl-tuRrPm0Q7kNvwGffA7k&_nc_oc=Adpn-n0PvuRDoYQ8jt51YDrz89svNx31YeKcZ_QfpUrvBaVlt3LFITiSddJe8h482uk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQINR_1oKHoJ8hkRn0PLTABjteCuE7jmhhj_TPlYboHEZw&oe=6AACE13D"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/808322202_18019253810923638_6267848250221382138_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=Mzk4NTM3NTYzNTYwNTkxOTY5Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=BMGQD6g8088Q7kNvwGRHBoF&_nc_oc=Ado4qHHr5MVzyUKnOKuOWcP1-Drfn8IkCOMqr65UWncJmTB4g98EMABYUbCxB7qbkQg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQJJE2nW9WeTNGQY3lWPcls2LL1mK_fHc-SG1hEERZJM9A&oe=6AAD087C"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/801582330_18019253798923638_6844334806676024676_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=Mzk4NTM3NTYzNjA4Mjg5OTQwNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=p2Un_CO4CfYQ7kNvwGaPJrw&_nc_oc=AdpGgqkeYSvPfnJYmrgZYoXGtV3mIFuAPppkDLq5fNN0e56N-A5LWiX2ShcSBREVuHE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQInI8SX9BcvXPd5yl82azMj7v5HSxbFRUBePXqY6lZqcw&oe=6AACFBA3"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/792046444_18019253891923638_323734601558954685_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk4NTM3NTYzODI3NzExMjYwMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=PkUc7ij5A60Q7kNvwGY004M&_nc_oc=AdqbCTKExApJpLVUOCIsHBsaKDYFRTzquTCSGclpfuweYn3BR3HJ2WkVQ3n7ID8Q0vA&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQKWwdTG3lIhdypVH14xdTmS_0kW9CfxzmFwXttUc2tIDA&oe=6AACE78D"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/806299643_18019253852923638_4880041524641688065_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk4NTM3NTYzNzkxNjY5NjQ2NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMjE2MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=2_QBWPoga7AQ7kNvwEMEIox&_nc_oc=AdqVRIiYShtmrJUIU1E2cUpdIrgTgVhOcbsZtUqxzKYOzxt31QwXQEavGr5GZWFSi_w&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQJ0zm3FegoF78XixCyFwJet7vSpg0RlmU_r5KKg3bpn8g&oe=6AAD0564"", ""https://instagram.fsyd14-1.fna.fbcdn.net/v/t51.82787-15/809163210_18019253819923638_3285489329208101255_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=Mzk4NTM3NTYzODgyNTg5ODU4NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=2072EATreYUQ7kNvwF9zd7F&_nc_oc=AdqCwxniZv4NPOm4W0iyRtMblSbO8wVVKijcOpF8KQbCplg6z1YnSFFssgrqEJjRMPw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd14-1.fna&_nc_gid=DgGqhEwqegfDM9zhfgMMXw&_nc_ss=7a22e&oh=00_AQIffb0zIN_abvRaUEcJlpQfjFs1dfjqG0lPVkoxa4lM_Q&oe=6AAD0D06"", ""https://www.instagram.com/p/DdO5gKfyI4M/"", ""https://www.instagram.com/p/DdO5gV2zIo2/"", ""https://www.instagram.com/p/DdO5gZCyry7/"", ""https://www.instagram.com/p/DdO5gYlMzL_/"", ""https://www.instagram.com/p/DdO5gZwyZfQ/"", ""https://www.instagram.com/p/DdO5gaNN7nN/"", ""https://www.instagram.com/p/DdO5gcQAMMZ/"", ""https://www.instagram.com/p/DdO5gb6hT-Q/"", ""https://www.instagram.com/p/DdO5gcwtpJZ/""]"
30d3720cefb93098bc8ec7d02a0fb3b299a8855ff033853b79d2d45e55049c71,,,,,https://www.instagram.com/p/DdO1aiAFHjn/,DdO1aiAFHjn,bugiocentro,2026-09-13T15:01:14.000Z,"Excepcionalmente neste domingo o bar abrirá às 16h!

Tivemos ontem instalações de postes na rua e ficamos sem água devido ao rompimento de um cano. 
Por esse motivo foi inviável a abertura do bar hoje às 12h30 como de costume, a FEIJOADA e o @sambadolargofloripa de hoje estão CANCELADOS! 

Às 16h abriremos com set em vinis da Vinilaria!

Aproveitamos a leva de avisos pra informar que nossa cozinha entrará em reforma de segunda à quarta-feira.",Sidecar,"[""https://instagram.fmel16-1.fna.fbcdn.net/v/t51.82787-15/806366147_18475041718115878_6134736690846412796_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzk4NTM1Njk2NTU0OTQ5OTc3OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTI4NC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=K_DBPe8JMiIQ7kNvwF9ZzQr&_nc_oc=AdpHpteFEdNYvAq1rqUbteLDJBDnoc5dHkHyMdYFIDNAsVq1MhdsYsbOaGL1rbLqsYQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fmel16-1.fna&_nc_gid=BkeVGxrOfIJmR3w9zOQdwA&_nc_ss=7a22e&oh=00_AQJyaPoe31jHz3P4fOeJqsuSOaFYqy_MJ3JrD3nKI6nPhQ&oe=6AACF4E6"", ""https://instagram.fmel16-1.fna.fbcdn.net/v/t51.82787-15/808535589_18475041856115878_4713965265909076514_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=Mzk4NTM1NzAwODMzNzEzMDI5OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuNzIwLnNkci52aWRlb19kZWZhdWx0X2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=ErX7KHLezLgQ7kNvwHv9pbb&_nc_oc=Adpl5nokj1mq8SHAHvkNbH58PRdx5wlC3DRQTnKuyWO2kCZx3S1vYUi3b5hCz3TUxhk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fmel16-1.fna&_nc_gid=BkeVGxrOfIJmR3w9zOQdwA&_nc_ss=7a22e&oh=00_AQIXnlIU5sRgyXkQwNKKhppISqBsnKWARGnaOZT5HShC5Q&oe=6AAD09AB"", ""https://www.instagram.com/p/DdO1Qt6tOWD/"", ""https://www.instagram.com/p/DdO1RVxDFM7/""]"
ad35c02ca2dd424174021607a82c17b71468b5fd92f64ac24e2ba95b7fd0b7e9,,,,,https://www.instagram.com/p/DdNRalapD8v/,DdNRalapD8v,bugiolab,2026-09-13T00:34:12.000Z,"Por mais tardes de arte e cultura na coletividade 💫✨

Hoje tivemos encontro de bordado livre com @linhas_do_desterro , encontro de desenho com @modelo.vivo.floripa , ateliê de cerâmica com @corpusceramicas. Tudo isso enquanto a roda Samba Choro fazia uma trilha sonora impecável! 

Sábado que vem tem mais! 🫶",Video,"[""https://instagram.fadl7-2.fna.fbcdn.net/v/t51.82787-15/807750539_17954605317250034_695833447136362993_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=Mzk4NDkxNzgzODk2NTI2MDA3OTE3OTU0NjA1MzE0MjUwMDM0.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEyODQuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=dhp9TjCUsKIQ7kNvwEBeu_z&_nc_oc=AdqKosDAdjNGe7xXohUSp-1RAQOCZF941UEZHZuJFJxxyBOLtffVTBa55UUVjbzULPE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fadl7-2.fna&_nc_gid=6Tp7GYKMlgh5XDOUYtW8nA&_nc_ss=7a22e&oh=00_AQJ_QZbZyDVfbD3tycxkeNh1mreSkfk7Aedw_o8hznXffQ&oe=6AACFF1A""]"
9ec3557c1fe74f91ccc363d1542dadc163647b74f712dcf59b728fa319e743d5,,,,,https://www.instagram.com/p/DdMtdulKvJC/,DdMtdulKvJC,setorialhumanidadesfloripa,2026-09-12T19:26:19.000Z,"Extra! Extra! 

Estão abertas as inscrições para lançamento no 1° FLIPA - Festival Literário de Floripa. 

Mas é só até segunda, 14/09/2026!
Espalhe a notícia e faça sua inscrição.
(Link na Bio!)

Vamos fazer um lindo Festival ❤️🧡🤎",Image,"[""https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/808192294_18103122734620922_6956852689869804096_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=Mzk4NDc1OTcyNTI4OTU2Njc4Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTM1MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=qGQPpVePlQ0Q7kNvwHB5JBw&_nc_oc=AdoNfbJra3HEUF2nRNJUiLmrlCJWGi4ATZu5xHR4In26EmhkjESYsfwYholmEYiuFOw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=relNu8NRt_kk2hMwlV7muQ&_nc_ss=7a22e&oh=00_AQIam7aGv3EEtzby0Q46hs26RJ7WhlfALL6w5LA-xLuqjQ&oe=6AACEB68""]"
686507b3c824def2d1038b571d2e8b80839f3155f7e1655e837bd5610fc3120c,,,,,https://www.instagram.com/p/DdMj7uAkQFX/,DdMj7uAkQFX,setorialhumanidadesfloripa,2026-09-12T17:50:00.000Z,"Estamos em pleno Fórum do Plano Municipal de Cultura 2026-2036.

O Plano Municipal de Cultura é uma construção coletiva, instituída por Lei, que serve de base para todas as políticas públicas do setor por 10 anos. 

Estamos no processo de atualização do nosso Plano que venceu em julho 2025 (sim, estamos atrasados) e temos trabalhado sobre essa atualização desde maio de 2026. 

Ainda temos alguns encontros para fechar a proposta do Plano antes de enviá-lo para a Câmara de Vereador de Florianópolis. Se você tem interesse nestes assuntos, venha somar! Participe da Setorial de Humanidades, Leitura e Literatura de Florianópolis.

Construção do documento da Setorial de Humanidades, Leitura e Literatura: @andre.soltau , @cleoschmitt2026 , @cristinasantos.escritora , @gikavoigt , @juksben , @marlenedefaveri , @martha_de_lima21 , @petuladrodrigues_ 

Apresentação dos apontamentos: @gikavoigt 

Fotos de @elisahtonon",Sidecar,"[""https://scontent-cdg4-2.cdninstagram.com/v/t51.82787-15/793902356_18103113101620922_6635615926362002055_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=Mzk4NDcwOTczMzY1ODg1NDQ2NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYwMC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=LwZuW4BiX6AQ7kNvwEN-9K0&_nc_oc=AdoGd6KBwBr8NRD-2GJcGGIuZWuH2DCA4qZI1p27Pcb1mVC9OSIt7cXl4h_TUz3gYnE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_gid=Y35Mfw3eq0VYKVwu9pdMRQ&_nc_ss=7a22e&oh=00_AQKvuu7jcwIlDSoCiAZKoTkmnKBrYsb4bmL7-vL7G1ARbA&oe=6AACDF83"", ""https://scontent-cdg4-3.cdninstagram.com/v/t51.82787-15/791118014_18103113086620922_1469477563157875918_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzk4NDcwOTcxNzgwNDMyNjkxMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuODY2LnNkci5yZWd1bGFyX3Bob3RvLkMzIn0%3D&_nc_ohc=9J2cl-48mm4Q7kNvwFvbjwE&_nc_oc=Ado4O2GBqSZ7FsEUwDouXjNn--OxbAL8U915qbdghQXu1jdOzyrPfoGm-aS2BRJLxik&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_gid=Y35Mfw3eq0VYKVwu9pdMRQ&_nc_ss=7a22e&oh=00_AQL3To9KHpJ-pvVTi1Ll8Ga4tw6IJiY3TqVEUii3AwiO4w&oe=6AAD09ED"", ""https://www.instagram.com/p/DdMiGQPxwRB/"", ""https://www.instagram.com/p/DdMiGBexiAA/""]"
